cruiseID,Station,depth_max,dec_lat,dec_lon,time_gmt,year,month,day,temp (degC),salinity,DO (mg/L),Avg chl a (ug/L),NH4  (uM),PO4  (uM),NO3+NO2 (uM),NO3   (uM),NO2  (uM),Si    (uM),8-day seascapes,monthly seascapes,conc_deployDurMin,focus_threshold,sampled_vol_per_min,total_vol_sampled,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,timeStamp,timestamp,deployment_id,deployDurMin
WS22337,68,4.35,24.931,-81.166,1:01:00 AM,2022,12,4,25.527,34.96,6.196,1.221348692,0.42,0.06,0.21,0.12,0.09,7.87,21.0,21.0,5.85,0.7,378.6,2214.81,,,,,,,2022-12-04 01:01:00,2022-12-04 01:01:00,0.0,5.85
WS22337,65,1.0,25.098,-81.094,2:27:00 AM,2022,12,4,25.756,31.481,6.4841,1.993628778,0.47,0.105,0.115,0.065,0.05,12.75,21.0,21.0,3.07,0.7,378.6,1161.4,,,,,,,2022-12-04 02:27:00,2022-12-04 02:27:58,1.0,3.066666666666667
WS22337,64,1.0,25.165,-81.16,3:23:00 AM,2022,12,4,25.531,30.163,6.34,2.650094497,0.34,0.14,0.13,0.09,0.04,10.59,21.0,21.0,0.02,0.7,378.6,6.4,,,,,,,2022-12-04 03:23:00,2022-12-04 03:26:54,2.0,0.016666666666666666
WS22337,60,5.94,25.165,-81.338,4:45:00 AM,2022,12,4,25.22429,32.17607,6.5086,2.380822236,0.79,0.09,1.42,1.03,0.39,8.17,21.0,21.0,4.9,0.7,378.6,1855.14,,,,,,,2022-12-04 04:45:00,2022-12-04 04:45:00,3.0,4.9
WS22337,58,11.6,25.168,-81.653,6:35:00 AM,2022,12,4,25.05396,34.86477,6.3567,0.563374386,0.96,0.06,0.58,0.4,0.18,6.05,21.0,21.0,6.37,0.7,378.6,241.42,,,,,,,2022-12-04 06:35:00,2022-12-04 06:35:34,4.0,6.366666666666666
WS22337,57.3,10.4,25.35,-81.65,8:17:00 AM,2022,12,4,24.89664,35.01142,6.3192,1.314076289,1.39,0.07,0.42,0.28,0.14,9.36,21.0,21.0,5.78,0.7,378.6,2189.57,,,,,,,2022-12-04 08:17:00,2022-12-04 08:17:08,5.0,5.783333333333333
WS22337,57.2,7.9,25.351,-81.492,9:33:00 AM,2022,12,4,24.916,34.824,6.334,1.509368564,0.95,0.06,1.46,1.08,0.38,4.59,21.0,21.0,5.5,0.7,378.6,282.3,,,,,,,2022-12-04 09:33:00,2022-12-04 09:33:00,6.0,5.5
WS22337,57.1,1.0,25.351,-81.336,10:41:00 AM,2022,12,4,24.752,33.111,6.265,0.69692146,1.3,0.05,0.54,0.38,0.16,13.63,21.0,21.0,3.77,0.7,378.6,1426.6,,,,,,,2022-12-04 10:41:00,2022-12-04 10:41:00,7.0,3.7666666666666666
WS22337,57,1.0,25.35,-81.267,11:21:00 AM,2022,12,4,24.551,31.534,6.407,1.163045931,1.16,0.06,0.31,0.17,0.14,14.22,21.0,21.0,3.87,0.7,378.6,1463.92,,,,,,,2022-12-04 11:21:00,2022-12-04 11:21:00,8.0,3.8666666666666667
WS22337,56,1.0,25.35,-81.226,11:51:00 AM,2022,12,4,24.435,29.289,6.392,3.450944646,0.69,0.04,0.23,0.14,0.09,20.66,21.0,27.0,3.83,0.7,378.6,1451.3,,,,,,,2022-12-04 11:51:00,2022-12-04 11:51:00,9.0,3.8333333333333335
WS22337,55,1.0,25.35,-81.195,12:11:00 PM,2022,12,4,24.492,28.478,6.012,4.667379315,1.96,0.09,0.53,0.34,0.19,25.52,21.0,27.0,,,,,,,,,,,2022-12-04 12:11:00,2022-12-04 11:53:53,9.0,3.8333333333333335
WS22337,54,1.0,25.34,-81.156,12:47:00 PM,2022,12,4,24.57,25.734,5.669,5.413928517,1.87,0.15,1.85,1.54,0.31,35.3,21.0,21.0,,,,,,,,,,,2022-12-04 12:47:00,,,
WS22337,53,1.0,25.452,-81.227,2:15:00 PM,2022,12,4,24.056,31.319,6.573,1.739053404,0.66,0.03,0.08,0.03,0.05,24.08,21.0,27.0,,,,,,,,,,,2022-12-04 14:15:00,,,
WS22337,51,5.3,25.452,-81.308,2:54:00 PM,2022,12,4,24.541,33.016,6.119,1.852277299,1.79,0.05,0.26,0.14,0.12,21.68,21.0,27.0,,,,,,,,,,,2022-12-04 14:54:00,,,
WS22337,49,1.0,25.583,-81.293,4:14:00 PM,2022,12,4,24.139,32.782,6.383,4.745326262,0.79,0.04,0.08,0.02,0.06,43.22,21.0,21.0,,,,,,,,,,,2022-12-04 16:14:00,,,
WS22337,47,5.2,25.583,-81.368,4:49:00 PM,2022,12,4,24.592,34.379,6.676,4.092804842,0.16,0.02,0.01,0.0,0.01,27.76,21.0,27.0,,,,,,,,,,,2022-12-04 16:49:00,,,
WS22337,45,6.5,25.584,-81.469,5:41:00 PM,2022,12,4,24.693,34.904,6.885,4.726991153,0.72,0.05,0.05,0.01,0.04,22.57,21.0,21.0,,,,,,,,,,,2022-12-04 17:41:00,,,
WS22337,41,5.1,25.732,-81.575,7:45:00 PM,2022,12,4,24.407,34.706,6.625,3.377715798,0.16,0.06,0.03,0.0,0.03,28.94,21.0,21.0,,,,,,,,,,,2022-12-04 19:45:00,,,
WS22337,31,14.3,25.741,-81.944,10:24:00 PM,2022,12,4,24.5327,35.48267,6.9253,1.281897695,0.07,0.07,0.02,0.01,0.01,3.75,21.0,21.0,6.75,0.7,378.6,2555.55,,,,,,,2022-12-04 22:24:00,2022-12-04 22:24:00,10.0,6.75
WS22337,33,9.2,25.907,-81.799,12:11:00 AM,2022,12,5,23.96236,35.02638,6.6953,3.065075469,0.27,0.08,0.05,0.04,0.01,16.83,21.0,21.0,5.35,0.7,378.6,225.51,,,,,,,2022-12-05 00:11:00,2022-12-05 00:11:00,11.0,5.35
WS22337,CAL5,18.1,26.182,-82.216,4:03:00 AM,2022,12,5,24.02049,35.67118,6.6366,0.932740187,0.81,0.08,0.1,0.07,0.03,3.41,21.0,21.0,7.25,0.7,378.6,2744.85,,,,,,,2022-12-05 04:03:00,2022-12-05 04:03:18,12.0,7.25
WS22337,CAL4,12.7,26.253,-82.139,4:58:00 AM,2022,12,5,23.71922,35.24391,6.5676,1.784917711,0.34,0.11,0.06,0.04,0.02,12.85,21.0,21.0,5.95,0.7,378.6,2252.67,,,,,,,2022-12-05 04:58:00,2022-12-05 04:58:10,13.0,5.95
WS22337,CAL3,8.2,26.34,-82.045,6:10:00 AM,2022,12,5,23.61324,34.5458,6.4575,2.484733283,3.35,0.34,0.68,0.45,0.23,23.16,21.0,21.0,1.3,0.7,378.6,492.18,,,,,,,2022-12-05 06:10:00,2022-12-05 06:09:36,14.0,1.3
WS22337,CAL2,9.3,26.383,-82.0,6:50:00 AM,2022,12,5,23.43923,34.213,6.8065,2.98084719,0.43,0.19,0.21,0.13,0.08,20.97,21.0,21.0,4.88,0.7,378.6,1848.83,,,,,,,2022-12-05 06:50:00,2022-12-05 06:50:00,15.0,4.883333333333334
WS22337,CAL1,6.9,26.414,-81.957,7:30:00 AM,2022,12,5,23.35006,33.96247,6.5846,4.149297528,0.47,0.33,0.23,0.12,0.11,22.76,21.0,21.0,3.08,0.7,378.6,1167.35,,,,,,,2022-12-05 07:30:00,2022-12-05 07:30:00,16.0,3.0833333333333335
WS22337,RP1,6.0,26.547,-82.22,9:45:00 AM,2022,12,5,22.872,34.346,6.457,3.867891026,0.11,0.23,0.05,0.03,0.02,9.19,21.0,21.0,4.28,0.7,378.6,1621.67,,,,,,,2022-12-05 09:45:00,2022-12-05 09:45:00,17.0,4.283333333333333
WS22337,RP2,8.4,26.553,-82.256,10:07:00 AM,2022,12,5,23.041,34.632,6.064,3.179015648,0.31,0.24,0.19,0.12,0.07,7.54,21.0,21.0,4.75,0.7,378.6,1798.35,,,,,,,2022-12-05 10:07:00,2022-12-05 10:07:00,18.0,4.75
WS22337,RP3,12.2,26.551,-82.332,10:42:00 AM,2022,12,5,22.768,34.231,6.893,1.705625257,0.5,0.22,0.11,0.08,0.03,5.98,21.0,21.0,5.62,0.7,378.6,2126.47,,,,,,,2022-12-05 10:42:00,2022-12-05 10:42:00,19.0,5.616666666666666
WS22337,RP4,16.6,26.578,-82.499,11:51:00 AM,2022,12,5,22.861,34.658,7.039,0.805511593,0.1,0.09,0.02,0.02,0.0,2.6,21.0,21.0,6.35,0.7,378.6,244.11,,,,,,,2022-12-05 11:51:00,2022-12-05 11:51:00,20.0,6.35
WS22337,GP5,25.6,26.595,-82.694,3:13:00 PM,2022,12,5,23.765,36.026,6.581,0.706205479,0.08,0.02,0.03,0.03,0.0,2.83,15.0,15.0,0.32,0.7,378.6,119.89,,,,,,,2022-12-05 15:13:00,2022-12-05 15:16:46,21.0,0.31666666666666665
WS22337,BG4,20.3,26.632,-82.557,4:23:00 PM,2022,12,5,23.075,35.046,6.961,0.820372994,0.0,0.07,0.0,0.0,0.0,2.83,21.0,21.0,1.55,0.7,378.6,586.83,,,,,,,2022-12-05 16:23:00,2022-12-05 16:25:15,22.0,1.55
WS22337,BG3,16.7,26.667,-82.419,5:37:00 PM,2022,12,5,23.445,35.206,6.858,1.234281689,0.2,0.04,0.02,0.02,0.0,7.59,21.0,21.0,2.48,0.7,378.6,94.19,,,,,,,2022-12-05 17:37:00,2022-12-05 17:39:36,23.0,2.4833333333333334
WS22337,BG2,11.4,26.688,-82.34,6:21:00 PM,2022,12,5,23.022,34.709,7.092,2.682281856,0.69,0.12,0.06,0.03,0.03,7.3,21.0,21.0,1.73,0.7,378.6,656.24,,,,,,,2022-12-05 18:21:00,2022-12-05 18:22:57,24.0,1.7333333333333334
WS22337,BG1,12.7,26.711,-82.261,7:12:00 PM,2022,12,5,23.212,33.502,7.225,3.421475926,0.06,0.225,0.045,0.025,0.02,6.73,21.0,21.0,5.45,0.7,378.6,263.37,,,,,,,2022-12-05 19:12:00,2022-12-05 19:11:58,25.0,5.45
WS22337,V1,6.1,27.111,-82.477,10:58:00 PM,2022,12,5,23.30069,35.15667,6.82,2.772670929,0.04,0.12,0.04,0.01,0.03,3.07,21.0,21.0,4.83,0.7,378.6,1829.9,,,,,,,2022-12-05 22:58:00,2022-12-05 22:58:00,26.0,4.833333333333333
WS22337,V2,12.0,27.071,-82.547,11:39:00 PM,2022,12,5,23.10154,34.96056,7.1868,1.001488739,0.09,0.05,0.0,0.0,0.0,1.88,21.0,21.0,5.9,0.7,378.6,2233.74,,,,,,,2022-12-05 23:39:00,2022-12-05 23:38:59,27.0,5.9
WS22337,V3,14.2,27.034,-82.61,12:23:00 AM,2022,12,6,23.2828,35.4459,7.2879,0.757493698,0.02,0.04,0.0,0.0,0.0,3.39,21.0,21.0,5.12,0.7,378.6,1937.17,,,,,,,2022-12-06 00:23:00,2022-12-06 00:23:03,28.0,5.116666666666666
WS22337,V4,19.2,26.994,-82.684,1:04:00 AM,2022,12,6,23.76937,36.22587,6.6849,0.533461887,0.06,0.05,0.0,0.0,0.0,1.13,15.0,15.0,5.63,0.7,378.6,2132.78,,,,,,,2022-12-06 01:04:00,2022-12-06 01:04:03,29.0,5.633333333333334
WS22337,V5,23.9,26.955,-82.748,1:48:00 AM,2022,12,6,24.12246,36.2019,6.628,0.485217413,0.42,0.03,0.0,0.0,0.0,0.84,15.0,15.0,6.8,0.7,378.6,2574.48,,,,,,,2022-12-06 01:48:00,2022-12-06 01:47:57,30.0,6.8
WS22337,V6,27.9,26.918,-82.821,2:28:00 AM,2022,12,6,24.39085,36.14587,6.5885,0.475790331,0.03,0.03,0.0,0.0,0.0,1.76,15.0,15.0,6.9,0.7,378.6,2612.34,,,,,,,2022-12-06 02:28:00,2022-12-06 02:28:00,31.0,6.9
WS22337,V7,30.6,26.876,-82.891,3:16:00 AM,2022,12,6,24.23005,36.16603,6.528,0.623850959,0.2,0.05,0.0,0.0,0.0,0.96,15.0,15.0,6.98,0.7,378.6,2643.89,,,,,,,2022-12-06 03:16:00,2022-12-06 03:16:00,32.0,6.983333333333333
WS22337,V8,32.4,26.834,-82.956,3:56:00 AM,2022,12,6,24.39267,36.13993,6.6083,0.445290951,0.01,0.03,0.0,0.0,0.0,1.09,15.0,15.0,7.35,0.7,378.6,2782.71,,,,,,,2022-12-06 03:56:00,2022-12-06 03:56:02,33.0,7.35
WS22337,V9,39.8,26.73,-83.103,5:20:00 AM,2022,12,6,24.53013,36.085,6.6336,0.44640002,0.17,0.03,0.0,0.0,0.0,0.59,15.0,15.0,7.6,0.7,378.6,2877.36,,,,,,,2022-12-06 05:20:00,2022-12-06 05:20:26,34.0,7.6
WS22337,AMI9,48.0,27.188,-83.503,9:31:00 AM,2022,12,6,25.134,36.102,6.457,0.348802003,0.11,0.03,0.0,0.0,0.0,1.29,15.0,15.0,9.3,0.7,378.6,352.98,,,,,,,2022-12-06 09:31:00,2022-12-06 09:31:01,35.0,9.3
WS22337,AMI8,44.5,27.228,-83.409,10:24:00 AM,2022,12,6,24.424,36.176,6.586,0.352683742,0.23,0.03,0.01,0.0,0.01,1.21,15.0,15.0,8.72,0.7,378.6,33.13,,,,,,,2022-12-06 10:24:00,2022-12-06 10:23:59,36.0,8.716666666666667
WS22337,AMI7,40.0,27.265,-83.321,11:20:00 AM,2022,12,6,24.369,36.151,6.581,0.320520759,0.08,0.03,0.0,0.0,0.0,1.01,15.0,15.0,8.1,0.7,378.6,366.66,,,,,,,2022-12-06 11:20:00,2022-12-06 11:19:54,37.0,8.1
WS22337,AMI6,33.0,27.305,-83.223,12:11:00 PM,2022,12,6,24.412,36.146,6.579,0.323847964,0.05,0.02,0.0,0.0,0.0,1.08,15.0,15.0,7.62,0.7,378.6,2883.67,,,,,,,2022-12-06 12:11:00,2022-12-06 12:10:58,38.0,7.616666666666666
WS22337,AMI5,29.0,27.343,-83.13,1:05:00 PM,2022,12,6,24.248,36.174,6.598,0.330502375,0.09,0.02,0.0,0.0,0.0,0.63,15.0,15.0,1.75,0.7,378.6,662.55,,,,,,,2022-12-06 13:05:00,2022-12-06 13:07:16,39.0,1.75
WS22337,AMI4,21.91,27.382,-83.035,1:55:00 PM,2022,12,6,23.646,36.27,6.7091,0.633832574,0.29,0.01,0.0,0.0,0.0,0.82,15.0,15.0,,,,,,,,,,,2022-12-06 13:55:00,,,
WS22337,AMI3,17.8,27.421,-82.942,2:52:00 PM,2022,12,6,22.672,35.376,7.435,5.720020126,0.02,0.06,0.0,0.0,0.0,7.93,21.0,21.0,4.3,0.7,378.6,1627.98,,,,,,,2022-12-06 14:52:00,2022-12-06 14:55:45,40.0,4.3
WS22337,AMI2,22.8,27.458,-82.847,3:47:00 PM,2022,12,6,22.44,34.398,8.727,1.562677335,0.04,0.05,0.0,0.0,0.0,7.63,21.0,21.0,0.48,0.7,378.6,182.99,,,,,,,2022-12-06 15:47:00,2022-12-06 15:50:03,41.0,0.48333333333333334
WS22337,AMI1,8.0,27.495,-82.752,4:48:00 PM,2022,12,6,22.57,34.693,7.265,1.133190609,0.135,0.03,0.0,0.0,0.0,9.73,21.0,21.0,,,,,,,,,,,2022-12-06 16:48:00,2022-12-06 16:45:49,42.0,0.0
WS22337,TB1,7.1,27.797,-82.88,7:31:00 PM,2022,12,6,22.562,34.532,8.126,0.667381893,0.085,0.03,0.0,0.0,0.0,2.77,21.0,21.0,,,,,,,,,,,2022-12-06 19:31:00,,,
WS22337,TB2,9.8,27.741,-82.928,8:09:00 PM,2022,12,6,22.277,34.716,8.146,1.470624661,0.24,0.03,0.01,0.01,0.0,3.65,21.0,21.0,,,,,,,,,,,2022-12-06 20:09:00,,,
WS22337,TB3,13.5,27.674,-82.998,9:02:00 PM,2022,12,6,22.49281,35.68568,6.9602,2.10778444,0.13,0.05,0.36,0.36,0.0,3.14,21.0,21.0,1.35,0.7,378.6,511.11,,,,,,,2022-12-06 21:02:00,2022-12-06 21:04:34,43.0,1.35
WS22337,TB4,22.5,27.617,-83.132,10:09:00 PM,2022,12,6,23.53072,36.30007,6.89,6.56845743,0.13,0.02,0.0,0.0,0.0,0.54,15.0,15.0,5.03,0.7,378.6,195.62,,,,,,,2022-12-06 22:09:00,2022-12-06 22:09:00,44.0,5.033333333333333
WS22337,TB5,30.8,27.617,-83.299,11:26:00 PM,2022,12,6,24.4116,36.17122,6.5666,4.766775861,0.39,0.03,0.0,0.0,0.0,0.77,15.0,15.0,7.72,0.7,378.6,2921.53,,,,,,,2022-12-06 23:26:00,2022-12-06 23:26:01,45.0,7.716666666666667
WS22337,TB10,36.4,27.616,-83.486,12:56:00 AM,2022,12,7,24.73805,36.15275,6.445,3.621662767,0.2,0.03,0.01,0.01,0.0,1.07,15.0,15.0,8.37,0.7,378.6,3167.62,,,,,,,2022-12-07 00:56:00,2022-12-07 00:55:59,46.0,8.366666666666667
WS22337,CW4,16.8,28.009,-83.082,5:05:00 AM,2022,12,7,22.24194,35.20214,7.2013,0.913872338,0.05,0.02,0.0,0.0,0.0,1.79,21.0,21.0,6.6,0.7,378.6,2498.76,,,,,,,2022-12-07 05:05:00,2022-12-07 05:04:54,47.0,6.6
WS22337,CW3,10.1,28.011,-82.96,6:10:00 AM,2022,12,7,21.89604,35.10428,7.5894,4.890436984,0.225,0.035,0.035,0.025,0.01,1.485,21.0,21.0,5.58,0.7,378.6,2113.85,,,,,,,2022-12-07 06:10:00,2022-12-07 06:10:22,48.0,5.583333333333333
WS22337,CW2,7.7,28.016,-82.892,6:47:00 AM,2022,12,7,21.76326,34.49887,7.2035,1.816653992,0.2,0.02,0.08,0.03,0.05,2.11,21.0,21.0,4.5,0.7,378.6,173.7,,,,,,,2022-12-07 06:47:00,2022-12-07 06:47:00,49.0,4.5
WS22337,CW1,1.0,28.011,-82.851,7:19:00 AM,2022,12,7,21.74503,34.57987,6.896,1.720719578,0.47,0.01,0.19,0.1,0.09,2.47,21.0,21.0,2.95,0.7,378.6,1116.87,,,,,,,2022-12-07 07:19:00,2022-12-07 07:19:15,50.0,2.95
WS22337,L1,7.8,27.304,-82.596,1:15:00 PM,2022,12,7,22.855,34.897,6.311,4.610951754,0.47,0.09,0.07,0.02,0.05,4.24,21.0,21.0,3.9,0.7,378.6,1476.54,,,,,,,2022-12-07 13:15:00,2022-12-07 13:14:29,51.0,3.9
WS22337,L3,16.9,27.223,-82.772,2:40:00 PM,2022,12,7,23.031,36.058,6.754,0.817937924,0.1,0.03,0.0,0.0,0.0,3.87,21.0,21.0,,,,,,,,,,,2022-12-07 14:40:00,,,
WS22337,L5,27.7,27.139,-82.952,4:08:00 PM,2022,12,7,24.285,36.181,6.661,0.32717517,0.05,0.02,0.0,0.0,0.0,0.56,15.0,15.0,,,,,,,,,,,2022-12-07 16:08:00,2022-12-07 16:14:56,52.0,0.0
WS22337,L7,37.8,27.055,-83.135,5:33:00 PM,2022,12,7,24.743,36.131,6.639,0.226804482,0.21,0.03,0.0,0.0,0.0,0.85,15.0,15.0,,,,,,,,,,,2022-12-07 17:33:00,,,
WS22337,L9,46.6,26.972,-83.313,6:56:00 PM,2022,12,7,25.237,36.144,6.539,0.283366969,0.13,0.06,0.0,0.0,0.0,1.48,15.0,15.0,1.75,0.7,378.6,662.55,,,,,,,2022-12-07 18:56:00,2022-12-07 18:59:55,53.0,1.75
WS22337,CAL6,28.7,25.938,-82.479,3:32:00 AM,2022,12,8,24.98931,35.94499,6.4726,0.754721027,0.12,0.1,0.05,0.04,0.01,1.69,15.0,15.0,6.83,0.7,378.6,2587.1,,,,,,,2022-12-08 03:32:00,2022-12-08 03:32:18,54.0,6.833333333333333
WS22337,30,23.9,25.402,-82.211,9:11:00 AM,2022,12,8,25.239,35.851,6.541,0.600560523,0.19,0.06,0.06,0.03,0.03,0.46,15.0,15.0,7.4,0.7,378.6,281.64,,,,,,,2022-12-08 09:11:00,2022-12-08 09:11:00,55.0,7.4
WS22337,KW4,20.2,25.019,-82.048,12:16:00 PM,2022,12,8,25.247,35.584,6.461,1.124040794,0.13,0.06,0.07,0.06,0.01,2.94,21.0,21.0,5.4,0.7,378.6,244.44,,,,,,,2022-12-08 12:16:00,2022-12-08 12:15:55,56.0,5.4
WS22337,KW2,13.0,24.727,-81.917,2:39:00 PM,2022,12,8,25.138,35.345,6.17,1.24271111,1.64,0.09,1.71,1.38,0.33,7.11,21.0,21.0,9.95,0.7,378.6,3767.7,,,,,,,2022-12-08 14:39:00,2022-12-08 14:41:58,57.0,9.95
WS22337,KW1,9.9,24.66,-81.905,3:20:00 PM,2022,12,8,24.894,35.054,6.651,3.887007375,0.525,0.045,0.16,0.1,0.06,0.555,21.0,21.0,,,,,,,,,,,2022-12-08 15:20:00,,,
WS22337,WS,21.9,24.476,-81.718,6:29:00 PM,2022,12,8,26.67873,35.95425,6.2575,0.206286717,0.11,0.07,0.09,0.08,0.01,2.0,15.0,15.0,,,,,,,,,,,2022-12-08 18:29:00,,,
WS22337,21/LK,37.6,24.534,-81.413,9:27:00 PM,2022,12,8,26.751,35.93,6.354,0.174678269,0.04,0.05,0.05,0.05,0.0,1.7,15.0,15.0,1.27,0.7,378.6,479.56,,,,,,,2022-12-08 21:27:00,2022-12-08 21:31:52,58.0,1.2666666666666666
WS22337,16,6.3,24.671,-81.203,12:00:00 AM,2022,12,9,25.021,36.359,7.3647,1.894288778,0.05,0.04,0.19,0.15,0.04,5.16,27.0,27.0,4.92,0.7,378.6,1861.45,,,,,,,2022-12-09 00:00:00,2022-12-09 00:00:00,59.0,4.916666666666667
WS22337,18,31.0,24.597,-81.184,12:41:00 AM,2022,12,9,26.758,35.941,6.3506,0.16691479,0.09,0.05,0.02,0.02,0.0,1.88,15.0,15.0,7.52,0.7,378.6,2845.81,,,,,,,2022-12-09 00:41:00,2022-12-09 00:41:00,60.0,7.516666666666667
WS22337,10,1.0,24.788,-80.861,4:18:00 AM,2022,12,9,24.848,35.33978,6.5436,0.399264614,0.13,0.04,0.04,0.02,0.02,1.31,21.0,27.0,2.98,0.7,378.6,1129.49,,,,,,,2022-12-09 04:18:00,2022-12-09 04:18:00,61.0,2.9833333333333334
WS22337,12,34.1,24.713,-80.832,5:00:00 AM,2022,12,9,26.858,35.929,6.2969,0.111461371,0.04,0.05,0.01,0.01,0.0,1.91,15.0,15.0,7.58,0.7,378.6,2871.5,,,,,,,2022-12-09 05:00:00,2022-12-09 05:00:00,62.0,7.583333333333333
WS22337,9.5,123.1,24.716,-80.695,6:10:00 AM,2022,12,9,26.904,35.961,6.3198,0.109797769,0.29,0.06,0.02,0.02,0.0,1.52,3.0,15.0,13.95,0.7,378.6,5281.47,,,,,,,2022-12-09 06:10:00,2022-12-09 06:10:00,63.0,13.95
WS22337,9,34.8,24.762,-80.723,6:53:00 AM,2022,12,9,26.872,35.928,6.3316,0.129760999,0.06,0.05,0.0,0.0,0.0,1.66,15.0,15.0,6.38,0.7,378.6,2416.73,,,,,,,2022-12-09 06:53:00,2022-12-09 06:53:00,64.0,6.383333333333334
WS22337,7,6.9,24.816,-80.756,7:33:00 AM,2022,12,9,24.63,35.27,6.3727,0.33382958,0.29,0.04,0.08,0.06,0.02,1.18,21.0,15.0,5.48,0.7,378.6,275.99,,,,,,,2022-12-09 07:33:00,2022-12-09 07:33:00,65.0,5.483333333333333
WS22337,MR,35.0,25.008,-80.368,12:20:00 PM,2022,12,9,26.864,35.942,6.285,0.21460473,0.0,0.02,0.07,0.07,0.0,1.71,15.0,15.0,1.47,0.7,378.6,555.28,,,,,,,2022-12-09 12:20:00,2022-12-09 12:22:42,66.0,1.4666666666666666
WS22337,2,6.5,25.641,-80.1,6:10:00 PM,2022,12,9,26.255,35.797,6.407,0.241776905,0.77,0.02,0.72,0.63,0.09,1.98,3.0,21.0,,,,,,,,,,,2022-12-09 18:10:00,,,
WS23011,16,5.52,24.67,-81.036,12:48:00 PM,2023,1,11,21.723,34.917,6.789,1.248832516,2.4,0.04,0.14,0.12,0.02,1.67,15.0,15.0,4.48,0.7,378.6,1697.39,,,,,,,2023-01-11 12:48:00,2023-01-11 12:48:00,67.0,4.483333333333333
WS23011,18,30.9,24.597,-81.184,1:30:00 PM,2023,1,11,24.62,35.966,6.278,1.046978593,0.35,0.05,0.41,0.37,0.04,1.81,15.0,15.0,8.93,0.7,378.6,3382.16,,,,,,,2023-01-11 13:30:00,2023-01-11 13:29:56,68.0,8.933333333333334
WS23011,21/LK,35.3,24.535,-81.417,3:50:00 PM,2023,1,11,24.889,35.986,6.436,0.842906494,0.03,0.03,0.02,0.01,0.01,1.61,15.0,15.0,8.52,0.7,378.6,3224.41,,,,,,,2023-01-11 15:50:00,2023-01-11 15:50:00,69.0,8.516666666666667
WS23011,WS,21.2,24.477,-81.72,6:43:00 PM,2023,1,11,24.909,36.012,6.315,0.614989014,0.09,0.05,0.13,0.11,0.02,1.43,15.0,15.0,5.43,0.7,378.6,257.6,,,,,,,2023-01-11 18:43:00,2023-01-11 18:43:02,70.0,5.433333333333334
WS23011,KW1,8.2,24.654,-81.905,10:06:00 PM,2023,1,11,21.95416,35.1987,7.1026,0.404816935,0.34,0.02,0.03,0.02,0.01,0.92,21.0,21.0,5.77,0.7,378.6,2183.26,,,,,,,2023-01-11 22:06:00,2023-01-11 22:06:11,71.0,5.766666666666667
WS23011,KW2,12.4,24.726,-81.914,10:51:00 PM,2023,1,11,21.97936,35.39518,6.6737,0.553989202,0.38,0.04,0.26,0.21,0.05,2.44,21.0,21.0,5.73,0.7,378.6,217.64,,,,,,,2023-01-11 22:51:00,2023-01-11 22:51:00,72.0,5.733333333333333
WS23011,KW4,20.1,25.013,-82.04,1:15:00 AM,2023,1,12,21.97561,35.85461,6.8809,0.248990142,0.61,0.02,0.02,0.02,0.0,2.82,15.0,21.0,6.87,0.7,378.6,2599.72,,,,,,,2023-01-12 01:15:00,2023-01-12 01:15:00,73.0,6.866666666666666
WS23011,30,24.9,25.399,-82.208,4:22:00 AM,2023,1,12,21.39411,36.08806,6.9683,0.301671798,0.12,0.02,0.01,0.01,0.0,0.47,15.0,15.0,6.55,0.7,378.6,2479.83,,,,,,,2023-01-12 04:22:00,2023-01-12 04:22:00,74.0,6.55
WS23011,CAL6,28.5,25.938,-82.478,9:35:00 AM,2023,1,12,20.803,36.326,6.9144,0.407589653,0.27,0.01,0.01,0.01,0.0,2.16,15.0,15.0,9.73,0.7,378.6,3685.4,,,,,,,2023-01-12 09:35:00,2023-01-12 09:34:57,75.0,9.733333333333333
WS23011,CW4,14.6,28.012,-83.08,2:20:00 AM,2023,1,13,18.00621,35.97628,7.4573,0.487443953,0.26,0.02,0.04,0.03,0.01,1.18,15.0,15.0,6.85,0.7,378.6,2593.41,,,,,,,2023-01-13 02:20:00,2023-01-13 02:20:00,76.0,6.85
WS23011,CW3,10.4,28.013,-82.963,3:25:00 AM,2023,1,13,17.39198,34.66005,7.7765,0.47968034,0.14,0.01,0.01,0.01,0.0,0.13,21.0,21.0,6.23,0.7,378.6,2359.94,,,,,,,2023-01-13 03:25:00,2023-01-13 03:25:00,77.0,6.233333333333333
WS23011,CW2,8.5,28.017,-82.891,4:05:00 AM,2023,1,13,17.39698,34.42725,7.8179,0.667116127,1.54,0.04,0.06,0.05,0.01,0.28,21.0,21.0,5.52,0.7,378.6,288.61,,,,,,,2023-01-13 04:05:00,2023-01-13 04:04:59,78.0,5.516666666666667
WS23011,CW1,1.0,28.01,-82.849,4:41:00 AM,2023,1,13,17.70516,34.40742,7.7156,1.241068904,0.95,0.01,0.04,0.02,0.02,0.61,21.0,21.0,4.68,0.7,378.6,1773.11,,,,,,,2023-01-13 04:41:00,2023-01-13 04:41:00,79.0,4.683333333333334
